score,pop,song_a,song_b,bpm
88,78,Justin Bieber - Baby (w/ Ludacris),Sam Fender - Rein Me In (w/ Olivia Dean),129<->123
88,78,Clean Bandit - Rather Be (w/ Jess Glynne),Ella Langley - Be Her,117<->112
88,77,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)","KK - Ajab Si (From ""Om Shanti Om"")",123<->117
88,77,Shakira - Dai Dai (w/ Burna Boy),Pritam - Dil Ibaadat (w/ KK),152<->152
88,77,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),"Shankar-Ehsaan-Loy - Mitwa (w/ Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali)",129<->123
88,77,Ariana Grande - hate that i made you love me,Vikram Sarkar - Naam Chale,95<->92
88,77,Mauvais djo - PilÃ©,Guy2Bezbar - Monaco,129<->123
88,77,Mauvais djo - PilÃ©,Werenoi - Chemin d'or,129<->123
88,77,Mauvais djo - PilÃ©,DJ Japa NK - Amo Minha Favela (w/ MC Meno K),129<->129
88,77,Mauvais djo - PilÃ©,"DJ Japa NK - SET DO JAPA NK 2.0 (w/ MC Ryan SP, MC Meno K, Mc IG, MC LUUKY, Mc JacareÌ, Mc Rodrigo do CN, MC GH do 7, Mc Lele JP, MC Jvila, Oruam)",129<->129
88,77,Mauvais djo - PilÃ©,Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),129<->129
88,77,Katy Perry - The One That Got Away,El Randal - MJ,136<->129
88,77,Katy Perry - The One That Got Away,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",136<->129
88,77,Katy Perry - The One That Got Away,Olivia Dean - A Couple Minutes,136<->129
88,77,Ella Langley - Choosin' Texas,Pritam - Labon Ko (w/ KK),112<->107
88,77,Ella Langley - Choosin' Texas,The Beaches - Edge of the Earth,112<->107
88,77,Ella Langley - Choosin' Texas,Diego & Victor Hugo - MoÃ§a Pra Casar,112<->112
88,77,Ella Langley - Choosin' Texas,Cleber & Cauan - AtÃ© Ficar Velhin,112<->112
88,77,Malcolm Todd - Earrings,Felipe e Rodrigo - Dois Gumes (Ao Vivo),161<->161
88,77,Malcolm Todd - Earrings,Raffa Torres - TADINHA (w/ JoÃ£o Gomes),161<->161
88,77,Banjaare - Bairan,Kaique e Felipe - Mente SÃ£,143<->143
88,77,Zara Larsson - Lush Life,Ninho - Un Poco,99<->99
88,77,Ella Langley - Be Her,"Sachet Tandon - Malang Sajna (w/ Parampara Tandon, Kumaar)",112<->112
88,77,Ella Langley - Be Her,"Mayke & Rodrigo - Bebe, Beija e Trai",112<->112
88,77,Ella Langley - Be Her,Jeck - La recette (w/ Carla),112<->117
88,77,Ella Langley - Be Her,Tito Double P - TATTOO,112<->112
88,77,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),"Mc J9 - Se Eu Ficar PÃ¡ Nem Me Testa (w/ MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc NegÃ£o Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK)",123<->123
88,77,Drake - Janice STFU,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",123<->117
88,77,Drake - Janice STFU,Jonas Blue - Edge of Desire (w/ Malive),123<->123
88,77,Drake - Janice STFU,Genezio - OG (w/ Niska),123<->117
88,77,Olivia Dean - Man I Need,Ninho - Vrais,117<->123
88,77,Capital Bra - Ghetto Superstars (w/ Samra),"Anirudh Ravichander - Raga of Revenge (From ""DC"")",172<->172
88,77,The Killers - Mr. Brightside,Yo Yo Honey Singh - Love Dose,143<->143
88,77,The Killers - Mr. Brightside,Hugo & Guilherme - Mentirosa,143<->143
88,77,The Killers - Mr. Brightside,MORADA - Ã Tudo Sobre VocÃª / Ser Mudado,143<->143
88,77,Aya Nakamura - Sexy Nana (w/ La Rvfleuze),Henrique & Diego - SuÃ­te 14,107<->103
88,77,Anuv Jain - Arz Kiya Hai | Coke Studio Bharat,Chino Pacas - Madrugada (w/ FLVCKKA),99<->95
88,77,sombr - back to friends,Diego & Victor Hugo - Entregador de Flor,92<->89
88,77,Oliver Tree - Life Goes On,"Timbaland - The Way I Are (w/ Keri Hilson, D.O.E.)",161<->161
88,77,"Bonez MC - Pharma (w/ Ufo361, Lucry & Suena)","Drake - Ran To Atlanta (w/ Future, Molly Santana)",143<->143
88,77,JÃºnior e CÃ©zar - Cheiro De Culpado,Bryan Adams - Summer Of '69,143<->143
88,77,Vance Joy - Riptide,Mac Miller - The Spins (w/ Empire Of The Sun),129<->129
88,77,Olivia Rodrigo - whatâs wrong with me (w/ Robert Smith),Dexter and The Moonrocks - Freakinâ Out,123<->123
88,77,Felipe e Rodrigo - Ignora (Ao Vivo),ZÃ© Vitor & Rael - Vale a Pena Ouvir de Novo,99<->103
88,77,GIMS - SPA (w/ Theodora),"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",129<->129
88,77,Sean Paul - No Lie (w/ Dua Lipa),Gambi - RENÃ CAOVILLA,136<->129
88,77,"Sai Abhyankkar - Karuppa Kooda Va (w/ V.M. Mahalingam, Pa. Vijay)",Sam Fender - Rein Me In (w/ Olivia Dean),129<->123
88,77,Lost Frequencies - Black Friday (pretty like the sun) (w/ Tom Odell),"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",129<->123
88,77,FAYAN - VERLIEBT IN MICH (w/ Dalton),Sam Fender - Rein Me In (w/ Olivia Dean),129<->123
88,77,RK - VIANO (w/ Genezio),Mauvais djo - PilÃ©,136<->129
88,77,GIMS - CIEL,Drake - Janice STFU,129<->123
88,76,Henrique Casttro - Nem Pagando (w/ Grupo Menos Ã Mais),Anuv Jain - Baarishein,152<->152
88,76,Henrique Casttro - Nem Pagando (w/ Grupo Menos Ã Mais),Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
88,76,Summer Cem - KILLY MANJARO (w/ BILLA JOE),"Omar Camacho - 4x4 (w/ Victor Mendivil, Angel Almaguer, $HUPE)",92<->95
88,76,Olivia Dean - So Easy (To Fall In Love),Lari Ferreira - Tudo Que Eu Queria Agora,136<->129
88,76,ZÃ© Neto & Cristiano - Cadeira Cativa,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",129<->129
88,76,ZÃ© Neto & Cristiano - Cadeira Cativa,Grupo Marca Registrada - Di Que SÃ­ (w/ Grupo Frontera),129<->129
88,76,"Vishal Mishra - Tum Ho Toh (From ""Saiyaara"") (w/ Hansika Pareek, Raj Shekhar)",Bruno Mars - When I Was Your Man,76<->73
88,76,Future - One Two,CORTIS - REDRED,129<->123
88,76,Fuerza Regida - CHAVALITAS,CORTIS - REDRED,123<->123
88,76,Fuerza Regida - CHAVALITAS,The Chemical Brothers - Go,123<->117
88,76,Aditya Rikhari - Sahiba,Train - Drops of Jupiter,99<->103
88,76,Ravyn Lenae - Love Me Not,Shawn Mendes - Treat You Better,112<->112
88,76,Drake - Shabang,Madonna - Danceteria,117<->117
88,76,THIZZY52 - BALOTELLI,The Neighbourhood - Sweater Weather,123<->123
88,76,"Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)",R2 - RUINART,117<->123
88,76,Danilo e Davi - NÃ£o Mexe nas Minhas Gavetas,Ella Langley - I Can't Love You Anymore (w/ Morgan Wallen),123<->117
88,76,"DJ Japa NK - Posso AtÃ© NÃ£o Te Dar Flores (w/ MC Meno K, MC Ryan SP, Mc JacareÌ, DJ DAVI DOGDOG)",Bausa - Wolke 4 (w/ Philipp Dittberner),123<->117
88,76,"TRIANGLE DES BERMUDES - Balek (w/ Aya Nakamura, MC YOSHI, Mauvais djo, Kokosvoice)","HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",129<->123
88,76,Bilouki - Full,Shindy - Was bisher geschah,129<->123
88,76,SIENNA SPIRO - Die On This Hill,Shaboozey - A Bar Song (Tipsy),83<->80
88,76,DaBaby - POP DAT THANG,Future - One Two,136<->129
88,76,Sportfreunde Stiller - Ein Kompliment,PLK - Pocahontas,161<->161
88,75,Future - One Two,System Of A Down - Toxicity,129<->123
88,75,Gambi - RENÃ CAOVILLA,Katy Perry - Hot N Cold,129<->129
88,75,RAYE - WHERE IS MY HUSBAND!,Coldplay - Adventure Of A Lifetime,117<->112
88,75,Harry Styles - American Girls,The Bausa - Magnetic,136<->129
88,75,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",WIXO & LA2S - PELELE,123<->123
88,75,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",El Rabbanito - La Formula,123<->117
88,75,Fuerza Regida - CHAVALITAS,Kesha - TiK ToK,123<->117
88,75,Fuerza Regida - CHAVALITAS,Katy Perry - California Gurls (w/ Snoop Dogg),123<->123
88,75,Shakira - Hips Don't Lie (w/ Wyclef Jean),Train - Drops of Jupiter,99<->103
88,75,Fleetwood Mac - Dreams,Lady Gaga - Poker Face,123<->117
88,75,Ravyn Lenae - Love Me Not,Drake - Passionfruit,112<->112
88,75,"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)",R2 - RUINART,123<->123
88,75,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)","Peso Pluma - chiclona (w/ Tito Double P, LENCHO)",129<->123
88,75,"Faheem Abdullah - Ehsaas (w/ Duha Shah, Vaibhav Pani, Hyder Dar)",Tito Double P - ME VALE V,117<->123
88,75,Teddy Swims - The Door,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",129<->123
88,75,"Bob Sinclar - World, Hold On","Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",129<->123
88,75,Bamby - Pas Jalouse (w/ Kerchak),Future - One Two,136<->129
88,75,OG Plugging - BBL,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",129<->123
88,74,"Bonez MC - Sprite (w/ Gzuz, JUGGLERZ)",Booba - Dolce Camara (w/ SDM),107<->112
88,74,disiz - melodrama (w/ Theodora),Werenoi - Tu connais,152<->152
88,74,disiz - melodrama (w/ Theodora),Hugo & Guilherme - LembranÃ§as de Amor / Fogueira / Um Dia Te Levo Comigo,152<->152
88,74,JÃºnior e CÃ©zar - Cheiro De Culpado,Panda - Calcinha de Renda,143<->143
88,74,JÃºnior e CÃ©zar - Cheiro De Culpado,Diego & Victor Hugo - Beijei A Cura,143<->143
88,74,Jennifer Lopez - On The Floor (w/ Pitbull),Kelly Clarkson - Since U Been Gone,129<->129
88,74,Jennifer Lopez - On The Floor (w/ Pitbull),"Julliany Souza - AH, JESUS / CORAÃÃO IGUAL AO TEU",129<->123
88,74,Shakira - Hips Don't Lie (w/ Wyclef Jean),Plain White Ts - Hey There Delilah,99<->103
88,74,Mitta Ror - Sheesha (w/ Swara Verma),Nickelback - How You Remind Me,172<->172
88,74,Vance Joy - Riptide,Zartmann - tau mich auf,129<->123
88,74,Aymen - Toni M (w/ 3robi),Justin Bieber - Sorry,136<->136
88,74,Shindy - Was bisher geschah,Future - Build a Bitch,123<->123
88,74,Emmanuel Cortes - Amor,The Weeknd - Blinding Lights,89<->86
88,74,sombr - Homewrecker,NATTAN - Aproveita Que Eu TÃ´ Brigado,99<->95
88,74,LACAZETTE - $$$ (w/ JR.),F3miii - NOBLE,95<->92
88,74,Future - Konnichiwa,Rihanna - S&M,129<->129
88,74,Fuerza Regida - caperuza,Katy Perry - Last Friday Night (T.G.I.F.),80<->83
88,74,Olivia Rodrigo - begged,Radiohead - Creep,95<->95
88,74,STELLA LEFTY - Boston,Guns N Roses - Sweet Child O' Mine,123<->123
88,74,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",The Neighbourhood - Sweater Weather,123<->123
88,74,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",sombr - 12 to 12,129<->123
88,73,Shakira - Hips Don't Lie (w/ Wyclef Jean),Mohit Chauhan - Tum Ho (w/ Suzanne D'Mello),99<->95
88,73,Shakira - Hips Don't Lie (w/ Wyclef Jean),Murilo Huff - Dois Enganados (w/ MarÃ­lia MendonÃ§a),99<->103
88,73,Shakira - Hips Don't Lie (w/ Wyclef Jean),Matheus & Kauan - Admita,99<->95
88,73,Shakira - Hips Don't Lie (w/ Wyclef Jean),Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),99<->99
88,73,Fleetwood Mac - Dreams,"Mc NegÃ£o Original - Vou pela Madrugada (w/ MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix)",123<->123
88,73,Fleetwood Mac - Dreams,"Mc J9 - Se Eu Ficar PÃ¡ Nem Me Testa (w/ MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc NegÃ£o Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK)",123<->123
88,73,Vance Joy - Riptide,The Temper Trap - Sweet Disposition,129<->129
88,73,Vance Joy - Riptide,Ninho - Vrais,129<->123
88,73,Aymen - Toni M (w/ 3robi),Bouss - Biff pas d'love,136<->136
88,73,Aymen - Toni M (w/ 3robi),Guilherme & Benuto - Quarto 67,136<->136
88,73,Aymen - Toni M (w/ 3robi),Jorge & Mateus - Calma,136<->129
88,73,Aymen - Toni M (w/ 3robi),Neton Vega - Todo a Su Tiempo,136<->136
88,73,Tame Impala - Dracula,Guy2Bezbar - Monaco,117<->123
88,73,Tame Impala - Dracula,Werenoi - Chemin d'or,117<->123
88,73,Tame Impala - Dracula,Teddy Swims - Mr. Know It All,117<->123
88,73,Tame Impala - Dracula,Israel & Rodolffo - Marca Evidente,117<->123
88,73,Zara Larsson - Midnight Sun,Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
88,73,Ravyn Lenae - Love Me Not,Rihanna - Umbrella (w/ JAÅ¸-Z),112<->117
88,73,AK AUSSERKONTROLLE - Hin und Her,Disclosure - Latch (w/ Sam Smith),129<->123
88,73,Tito Double P - ME VALE V,J Balvin - LA CANCIÃN (w/ Bad Bunny),123<->117
88,73,Drake - Shabang,The Weeknd - Starboy (w/ Daft Punk),117<->123
88,73,Gusttavo Lima - Bala Alojada,Noah Kahan - Stick Season,112<->112
88,73,"Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)","Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",117<->123
88,73,Ayushmann Khurrana - Pani Da Rang,Vance Joy - Riptide,129<->129
88,72,Shindy - Was bisher geschah,Ninho - LES DIAMANTS DE BOKASSA (w/ Tiakola),123<->117
88,72,Atif Aslam - Tere Liye (w/ Shreya Ghoshal),Olivia Dean - A Couple Minutes,129<->129
88,72,kulturr - mÃ©li-mÃ©lo,"TRIANGLE DES BERMUDES - Charger (w/ MC YOSHI, Mauvais djo, Kokosvoice)",129<->129
88,72,Ravyn Lenae - Love Me Not,Hermanos Espinoza - FREESTYLE,112<->112
88,72,Olivia Rodrigo - my way,Jul - Asalto,143<->143
88,72,Olivia Rodrigo - my way,La Rvfleuze - CRYPTO (w/ Hamza),143<->143
88,72,"Sai Abhyankkar - Pavazha Malli (w/ Shruti Haasan, Vivek)",MC GP - ME POSTOU NO DAILY,136<->129
88,72,"Sai Abhyankkar - Pavazha Malli (w/ Shruti Haasan, Vivek)","G.A - pros menor da nova (w/ Veigh, Mc Morena, Supernova Ent)",136<->129
88,72,"Sai Abhyankkar - Pavazha Malli (w/ Shruti Haasan, Vivek)","BK - MÃºsicas de amor nunca mais (w/ Luccas Carlos, Nansy Silvvz, Gigantes)",136<->136
88,72,"Sai Abhyankkar - Pavazha Malli (w/ Shruti Haasan, Vivek)",Fuerza Regida - INMORTAL (w/ Chuyin),136<->129
88,72,AK AUSSERKONTROLLE - Hin und Her,reezy - SABÃA QUE NO,129<->129
88,72,Emmanuel Cortes - Amor,Udit Narayan - Jugraafiya (w/ Shreya Ghoshal),89<->92
88,72,Emmanuel Cortes - Amor,Maluma - Borro Cassette,89<->89
88,72,"Mithoon - Darkhaast (w/ Arijit Singh, Sunidhi Chauhan)",DopeNation - Kakalika,112<->117
88,72,Future - Konnichiwa,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",129<->129
88,72,GIMS - SPA (w/ Theodora),"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",129<->129
88,72,"Pritam - Mashooqa (w/ Mahmood, Amitabh Bhattacharya, Raghav Chaitanya, Ruaa Kayy)",Djaksparo - Pangor,143<->143
88,72,Drake - National Treasures,Coldplay - Viva La Vida,136<->136
88,72,Empire Of The Sun - We Are The People,sombr - 12 to 12,123<->123
88,72,KAROL G - Si Antes Te Hubiera Conocido,STELLA LEFTY - Boston,129<->123
88,72,Madonna - La Isla Bonita,Shindy - Was bisher geschah,129<->123
88,72,GIMS - SOIS PAS TIMIDE,Shindy - Was bisher geschah,129<->123
88,71,Herencia De Grandes - Ya Borracho,El Randal - MJ,136<->129
88,71,Herencia De Grandes - Ya Borracho,Olivia Dean - A Couple Minutes,136<->129
88,71,Herencia De Grandes - Ya Borracho,Neton Vega - Todo a Su Tiempo,136<->136
88,71,"DJ Japa NK - Pacman de Panicat (w/ Mc Poze do Rodo, MC Ryan SP, Mc Rodrigo do CN, DJ Guh Mix)",System Of A Down - Toxicity,117<->123
88,71,"DJ Japa NK - Pacman de Panicat (w/ Mc Poze do Rodo, MC Ryan SP, Mc Rodrigo do CN, DJ Guh Mix)",PLK - Tu dors ?,117<->112
88,71,"DJ Japa NK - Pacman de Panicat (w/ Mc Poze do Rodo, MC Ryan SP, Mc Rodrigo do CN, DJ Guh Mix)",GIMS - SPIDER (w/ DYSTINCT),117<->117
88,71,Tito Double P - ME VALE V,Sexion dAssaut - Wati by Night,123<->117
88,71,Olivia Rodrigo - whatâs wrong with me (w/ Robert Smith),"Julliany Souza - AH, JESUS / CORAÃÃO IGUAL AO TEU",123<->123
88,71,Felipe e Rodrigo - Ignora (Ao Vivo),FloyyMenor - Gata Only (w/ Cris MJ),99<->99
88,71,Future - Konnichiwa,Junior H - MIENTRAS DUERMES,129<->123
88,71,GIMS - SPA (w/ Theodora),Junior H - MIENTRAS DUERMES,129<->123
88,71,Nono La Grinta - LOVE YOU,Bruno Mars - That's What I Like,136<->136
88,71,Amo - Mala Fama,F3miii - NOBLE,92<->92
88,71,KALIM - MYKONOS (w/ CANEY030),Anyme023 - Champagne (w/ Meryl),107<->103
88,71,Drake - National Treasures,Chuyin - PUES QUE LE HAGO ?,136<->129
88,71,Future - Snow in Skyami,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",129<->129
88,71,Silva Bumpa - On 2nite,Fuerza Regida - EXCESOS,136<->129
88,71,Silva Bumpa - On 2nite,reezy - COMEBACCC,136<->129
88,71,Peso Pluma - 7-3 (w/ Tito Double P),PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),129<->123
88,71,El Randal - MJ,Tito Double P - ME VALE V,129<->123
88,71,"Sai Abhyankkar - Oorum Blood (w/ Paal Dabba, Bhumi, Deepthi Suresh)",Tito Double P - ME VALE V,129<->123
88,70,Drake - Shabang,"Pritam - Jab Talak (w/ Arijit Singh, Amitabh Bhattacharya, AKASA, Madhubanti Bagchi)",117<->117
88,70,Drake - Shabang,Jonas Blue - Edge of Desire (w/ Malive),117<->123
88,70,Drake - Shabang,Genezio - OG (w/ Niska),117<->117
88,70,Justin Bieber - DAISIES,Felipe e Rodrigo - Podcast (Ao Vivo),112<->117
88,70,Justin Bieber - DAISIES,Marc SeguÃ­ - Tiroteo,112<->112
88,70,Justin Bieber - DAISIES,Luis R Conriquez - Que Gacho (w/ Neton Vega),112<->112
88,70,Henry Freitas - Me Fala Qual Necessidade,Pitbull - Time of Our Lives (w/ Ne-Yo),123<->123
88,70,Summer Cem - KILLY MANJARO,"Omar Camacho - 4x4 (w/ Victor Mendivil, Angel Almaguer, $HUPE)",92<->95
88,70,Charan Preet - Ban Ja Tu (w/ Badshah),Shashaa Tirupati - Baarish (w/ Ash King),112<->117
88,70,Charan Preet - Ban Ja Tu (w/ Badshah),"Sachet Tandon - Malang Sajna (w/ Parampara Tandon, Kumaar)",112<->112
88,70,Charan Preet - Ban Ja Tu (w/ Badshah),Ferrugem - Apaguei Pra Todos,112<->107
88,70,THIZZY52 - BALOTELLI,Cheema Y - The Beast (w/ Gur Sidhu),123<->117
88,70,THIZZY52 - BALOTELLI,Drake - What Did I Miss?,123<->123
88,70,THIZZY52 - BALOTELLI,Werenoi - Poney,123<->117
88,70,"Arijit Singh - Sitaare (From ""Ikkis"") (w/ White Noise Collectives, Amitabh Bhattacharya)",Bruno Mars - When I Was Your Man,71<->73
88,70,Peso Pluma - dopamina (w/ Tito Double P),Junior H - MIENTRAS DUERMES,117<->123
88,70,"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)",Lady Gaga - Poker Face,123<->117
88,70,"Toca Aquela - Eu Te Esperarei (w/ Thauane, Breno Major, Som de Faculdade)",Radiohead - Creep,99<->95
88,70,Cameron Whitcomb - Kingdom of Fear,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",136<->129
88,70,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",THIZZY52 - BALOTELLI,129<->123
88,70,Werenoi - Piano (w/ GIMS),Nono La Grinta - Paris,129<->123
88,69,LACAZETTE - $$$ (w/ JR.),Udit Narayan - Jugraafiya (w/ Shreya Ghoshal),95<->92
88,69,Future - Konnichiwa,Naza - Tout donner (w/ SDM),129<->123
88,69,Future - Konnichiwa,"Mc JacareÌ - VinganÃ§a (w/ MC LUUKY, dj andreoli)",129<->129
88,69,Fuerza Regida - caperuza,Jind Universe - High On You,80<->83
88,69,Fuerza Regida - caperuza,"Atif Aslam - Tera Hone Laga Hoon (w/ Alisha Chinai, Pritam)",80<->80
88,69,GIMS - SPA (w/ Theodora),Naza - Tout donner (w/ SDM),129<->123
88,69,GIMS - SPA (w/ Theodora),Ziak - FENG SHUI,129<->129
88,69,GIMS - SPA (w/ Theodora),"Mc JacareÌ - VinganÃ§a (w/ MC LUUKY, dj andreoli)",129<->129
88,69,Bruno Mars - Locked out of Heaven,Jul - Asalto,143<->143
88,69,Murilo Huff - SÃ³ Com Ela,Pitbull - Time of Our Lives (w/ Ne-Yo),123<->123
88,69,Meryl - Coco Chanel (w/ Eva),Shashwat Sachdev - Lutt Le Gaya (w/ Simran Choudhary),117<->123
88,69,"Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)",System Of A Down - Toxicity,117<->123
88,69,"The Rish - Barbaad (From ""Saiyaara"") (w/ Jubin Nautiyal)",Ariana Grande - Into You,107<->107
88,69,GIMS - Soleil,Post Malone - Sunflower,86<->89
88,69,Disco Lines - No Broke Boys (w/ Tinashe),Mac Miller - The Spins (w/ Empire Of The Sun),129<->129
88,69,Tucker Wetmore - Brunette,Future - Konnichiwa,136<->129
88,69,Tucker Wetmore - Brunette,GIMS - SPA (w/ Theodora),136<->129
88,68,Ella Langley - weren't for the wind,Henrique & Juliano - Amor Dos Outros (Ao Vivo),152<->152
88,68,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",Cheema Y - The Beast (w/ Gur Sidhu),123<->117
88,68,"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)","Mc J9 - Se Eu Ficar PÃ¡ Nem Me Testa (w/ MC Ryan SP, DJ Guh Mix, Mc Don Juan, Mc NegÃ£o Original, Mc Alan JR, Menor Richard, Mc IG, DJ Japa NK)",123<->123
88,68,"Peso Pluma - chiclona (w/ Tito Double P, LENCHO)",Calle 24 - SUIZA,123<->117
88,68,Simone Mendes - Direitos Iguais,Weezer - Island In The Sun,112<->112
88,68,Simone Mendes - Direitos Iguais,Morgan Wallen - What I Want (w/ Tate McRae),112<->117
88,68,ANOTR - Talk To You (ft. 54 Ultra),BTS - 2.0,129<->129
88,68,Danilo e Davi - NÃ£o Mexe nas Minhas Gavetas,Jimin - Who,123<->117
88,68,Drake - National Treasures,Luke Combs - When It Rains It Pours,136<->129
88,68,Sean Paul - (When You Gonna) Give It Up to Me (w/ Keyshia Cole),Bilouki - Full,129<->129
88,68,Alex Warren - FEVER DREAM,Dominic Fike - White Keys,107<->107
88,68,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)","Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",129<->123
88,67,Ken Carson - deaf note (w/ Playboi Carti),AlemÃ¡n - Te QuerÃ­a Ver (w/ Neton Vega),99<->99
88,67,Nono La Grinta - LOVE YOU,Teddy Swims - The Door,136<->129
88,67,Nono La Grinta - LOVE YOU,OG Plugging - BBL,136<->129
88,67,Nono La Grinta - LOVE YOU,Nono La Grinta - Terrain,136<->129
88,67,Simone Mendes - Direitos Iguais,Felipe e Rodrigo - Podcast (Ao Vivo),112<->117
88,67,Simone Mendes - Direitos Iguais,"Maiara & Maraisa - Por Toda a Vida / SÃ³ Falta VocÃª (w/ Naiara Azevedo, Fred & FabrÃ­cio)",112<->107
88,67,Simone Mendes - Direitos Iguais,Luis R Conriquez - Que Gacho (w/ Neton Vega),112<->112
88,67,ANOTR - Talk To You (ft. 54 Ultra),Werenoi - Chemin d'or,129<->123
88,67,ANOTR - Talk To You (ft. 54 Ultra),La Rvfleuze - Argent Sale,129<->129
88,67,ANOTR - Talk To You (ft. 54 Ultra),Teddy Swims - Mr. Know It All,129<->123
88,67,ANOTR - Talk To You (ft. 54 Ultra),Israel & Rodolffo - Marca Evidente,129<->123
88,67,sombr - 12 to 12,Naza - Tout donner (w/ SDM),123<->123
88,67,"DJ Japa NK - Posso AtÃ© NÃ£o Te Dar Flores (w/ MC Meno K, MC Ryan SP, Mc JacareÌ, DJ DAVI DOGDOG)",Future - Build a Bitch,123<->123
88,67,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",Soolking - Tour du monde (w/ L2B),123<->123
88,67,Future - Snow in Skyami,Bilouki - Full,129<->129
88,67,RnBoi - AVEC MOI (w/ Nono La Grinta),"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",129<->123
88,67,Grupo Menos Ã Mais - P do Pecado,Shawn Mendes - Treat You Better,112<->112
88,67,Cameron Whitcomb - Kingdom of Fear,Michael Jackson - Dirty Diana,136<->129
88,67,Michael Jackson - Smooth Criminal,The Neighbourhood - Sweater Weather,117<->123
88,67,Coldplay - Sparks,Olivia Dean - Nice To Each Other,136<->129
88,67,"Atif Aslam - Be Intehaan (w/ Sunidhi Chauhan, Pritam)",sombr - 12 to 12,129<->123
