score,pop,song_a,song_b,bpm
98,55,Josh Fawaz - Like a Prayer,Werenoi - PÃ©tunias,129<->123
98,55,CYRIL - Stumblin' In,Felipe e Rodrigo - Podcast (Ao Vivo),123<->117
98,55,Tove Lo - Habits (Stay High),PLK - Tu dors ?,107<->112
98,55,Katy Perry - Hot N Cold,Jonas Blue - Edge of Desire (w/ Malive),129<->123
98,55,Katy Perry - Hot N Cold,GIMS - CIEL,129<->129
98,55,Katy Perry - Hot N Cold,Mc Lele JP - Toma Gostosona (w/ DJ Guh Mix),129<->129
98,55,THIZZY52 - BLOCKKIDS,Victor Mendivil - Me Paseo (w/ Oscar Maydon),129<->129
98,55,WALK THE MOON - Shut Up and Dance,Jorge & Mateus - Calma,129<->129
98,55,Black Cat - BMW,WIXO & LA2S - PELELE,123<->123
98,55,"Bob Sinclar - World, Hold On","Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",129<->123
98,55,FloyyMenor - Gata Only (w/ Cris MJ),Jorge & Mateus - Pra Sempre Com VocÃª,99<->99
98,55,Tream - LA PLENA (w/ Solita),Jads & Jadson - Planos ImpossÃ­veis,99<->99
98,55,Tream - LA PLENA (w/ Solita),Danilo e Davi - Eu NÃ£o Sou Terapia,99<->99
98,55,Tream - LA PLENA (w/ Solita),Grupo Firme - Matcha Latte (w/ Octavio Cuadras),99<->99
98,55,Mauvais djo - PilÃ©,Icona Pop - I Love It (w/ Charli xcx),129<->123
98,55,Theodora - ZOU BISOU (w/ Jul),MarÃ­lia MendonÃ§a - Foi por ConveniÃªncia,99<->99
98,55,Tayc - GIRLFRIEND,PLK - Nouvelles,95<->99
98,55,WIXO & LA2S - GMK,"TOMAS - Medley RelÃ­quia (w/ DJ ADUTTZ, MC Dricka)",136<->129
98,55,RK - VIANO (w/ Genezio),Belanova - Rosa Pastel,136<->129
98,55,GIMS - NINAO,Genezio - OG (w/ Niska),123<->117
98,55,Ninho - Un Poco,Theodora - KONGOLESE SOUS BBL,99<->103
98,55,Sexion dAssaut - Wati by Night,Felipe e Rodrigo - Podcast (Ao Vivo),117<->117
98,55,GIMS - SOIS PAS TIMIDE,Bello&Dallas - Arena de Cuba,129<->123
98,55,Bamby - Pas Jalouse (w/ Kerchak),"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",136<->129
98,55,Werenoi - Piano (w/ GIMS),Victor Mendivil - Me Paseo (w/ Oscar Maydon),129<->129
98,55,La Mano 1.9 - JET SET,Nono La Grinta - Terrain,129<->129
98,55,La Fouine - Flying Blue (w/ L2B),GIMS - SOIS PAS TIMIDE,136<->129
97,100,Ella Langley - Choosin' Texas,Olivia Dean - Man I Need,112<->117
97,93,RAYE - WHERE IS MY HUSBAND!,"DJ Gu - Reliquia do 2T (w/ MC Vine7, MC Tuto, MC JoÃ£ozinho VT, Mc Dkziin, MC Fr da Norte)",117<->117
97,93,Aditya Rikhari - Sahiba,Shakira - Hips Don't Lie (w/ Wyclef Jean),99<->99
97,91,BTS - SWIM,"Sachin-Jigar - Apna Bana Le (w/ Arijit Singh, Amitabh Bhattacharya)",184<->184
97,91,Neton Vega - Nalguita y Teta,Luciano - THUG LIFE (w/ Jazeek),172<->172
97,90,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)",123<->123
97,90,Aymen - Toni M (w/ 3robi),Atif Aslam - Tere Liye (w/ Shreya Ghoshal),136<->129
97,89,Lenin RamÃ­rez - Todo Lo Fue,Amo - Mala Fama,95<->92
97,88,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),129<->129
97,85,Fuerza Regida - EXCESOS,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",129<->123
97,85,reezy - COMEBACCC,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",129<->123
97,84,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",Dexter and The Moonrocks - Freakinâ Out,123<->123
97,83,Peso Pluma - daÃ±o (w/ Tito Double P),Nirvana - Smells Like Teen Spirit,112<->117
97,83,Aymen - Toni M (w/ 3robi),Don Toliver - E85,136<->129
97,83,THIZZY52 - BALOTELLI,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",123<->123
97,82,Aya Nakamura - Sexy Nana (w/ La Rvfleuze),Zach Bryan - I Remember Everything (w/ Kacey Musgraves),107<->103
97,82,Aymen - Toni M (w/ 3robi),"Pritam - Bandhu 2.0 (From ""Cocktail 2"") (w/ Kavita Seth, Neeraj Shridhar, Irshad Kamil)",136<->136
97,82,Atif Aslam - Tere Liye (w/ Shreya Ghoshal),Danilo e Davi - Apaga Apaga Apaga,129<->129
97,81,ZÃ© Neto & Cristiano - Cadeira Cativa,Guns N Roses - Sweet Child O' Mine,129<->123
97,81,Future - Konnichiwa,sombr - 12 to 12,129<->123
97,81,Alex Warren - Ordinary,Panda - Corpo Nu,112<->107
97,80,RAYE - WHERE IS MY HUSBAND!,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",117<->123
97,80,"DJ Gu - Reliquia do 2T (w/ MC Vine7, MC Tuto, MC JoÃ£ozinho VT, Mc Dkziin, MC Fr da Norte)",R2 - RUINART,117<->123
97,80,Junior H - DEMENCIA (w/ Gael Valenzuela),TarcÃ­sio do Acordeon - VoltÃ¡vel,152<->152
97,80,Peso Pluma - dopamina (w/ Tito Double P),sombr - 12 to 12,117<->123
97,80,Olivia Dean - Nice To Each Other,STELLA LEFTY - Boston,129<->123
97,80,Wheatus - Teenage Dirtbag,Sam Fender - Rein Me In (w/ Olivia Dean),129<->123
97,79,Fuerza Regida - Marlboro Rojo,Red Hot Chili Peppers - Can't Stop,112<->117
97,79,RAYE - WHERE IS MY HUSBAND!,Michael Jackson - Bad,117<->112
97,79,El Bogueto - Cuando No Era Cantante RMX,Teddy Swims - Lose Control,161<->161
97,79,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",Bausa - Wolke 4 (w/ Philipp Dittberner),123<->117
97,78,Mauvais djo - PilÃ©,KR$NA - Boom Shaka (w/ Dhanda Nyoliwala),129<->129
97,78,Katy Perry - The One That Got Away,BTS - Hooligan,136<->136
97,78,Ella Langley - Choosin' Texas,Rihanna - Umbrella (w/ JAÅ¸-Z),112<->117
97,78,Zara Larsson - Lush Life,"USHER - Yeah! (w/ Lil Jon, Ludacris)",99<->103
97,78,Zara Larsson - Lush Life,Justin Bieber - YUKON,99<->95
97,78,Olivia Dean - Man I Need,DopeNation - Kakalika,117<->117
97,78,Anuv Jain - Arz Kiya Hai | Coke Studio Bharat,Luke Combs - Fast Car,99<->99
97,77,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",CYRIL - Stumblin' In,123<->123
97,77,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",Sexion dAssaut - Wati by Night,123<->117
97,77,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),Ninho - Vrais,129<->123
97,77,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),Rafa e Junior - Pega Em Segredo,129<->123
97,77,Lenin RamÃ­rez - Todo Lo Fue,PLK - Nouvelles,95<->99
97,77,Dominic Fike - Babydoll,"Anirudh Ravichander - Raga of Revenge (From ""DC"")",172<->172
97,77,Drake - Janice STFU,WIXO & LA2S - PELELE,123<->123
97,77,Aya Nakamura - Sexy Nana (w/ La Rvfleuze),Damso - Alpha (w/ Kalash),107<->103
97,77,Pashanim - Goldrichtig,Tito Double P - NADIE,89<->92
97,77,Fuerza Regida - Marlboro Rojo,Shashwat Sachdev - Ishq Jalakar,112<->117
97,77,Mauvais djo - Maladie,WIXO & LA2S - PELELE,129<->123
97,77,sombr - back to friends,Felipe Amorim - Maria Vaqueiro (w/ NATTAN),92<->92
97,77,Olivia Dean - So Easy (To Fall In Love),Justin Bieber - Sorry,136<->136
97,77,RAYE - WHERE IS MY HUSBAND!,Madonna - Bring Your Love (w/ Sabrina Carpenter),117<->123
97,77,JÃºnior e CÃ©zar - Cheiro De Culpado,Gracie Abrams - Thatâs So True,143<->143
97,77,Tame Impala - Dracula,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",117<->123
97,77,Tame Impala - Dracula,Michael Jackson - Bad,117<->112
97,77,Olivia Rodrigo - my way,Fat Papi - FREAKED OUT (w/ prodshushy),143<->143
97,77,Kelly Clarkson - Since U Been Gone,"KITSCHKRIEG - Gut Genug (mit Blumengarten & Shirin David) (w/ Blumengarten, Shirin David)",129<->123
97,76,Henrique Casttro - Nem Pagando (w/ Grupo Menos Ã Mais),LUM!X - Self Aware,152<->152
97,76,The Goo Goo Dolls - Iris,Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),103<->99
97,76,Henry Freitas - Me Fala Qual Necessidade,Dexter and The Moonrocks - Freakinâ Out,123<->123
97,76,THIZZY52 - BALOTELLI,Michael Jackson - Smooth Criminal,123<->117
97,76,"Jasleen Royal - Inaam (Ft. Badshah) (w/ Badshah, Ansh Chahal)",Fuerza Regida - EXCESOS,129<->129
97,76,Chuyin - PUES QUE LE HAGO ?,Tito Double P - ME VALE V,129<->123
97,76,Atif Aslam - Dil Diyan Gallan,The Goo Goo Dolls - Iris,103<->103
97,75,Future - One Two,La Rvfleuze - Argent Sale,129<->129
97,75,Gambi - RENÃ CAOVILLA,"Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",129<->123
97,75,Harry Styles - American Girls,Aitana - SUPERESTRELLA,136<->136
97,75,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",Dardan - Mitten in der Nacht (w/ Azet),123<->123
97,75,"Oldilla - Cuida do Pet (w/ Mc Iguinho Ct, MC Willian, Aaron Modesto, Mc NegÃ£o Original, DU'L, Dj Aladin GDB)",GIMS - NINAO,123<->123
97,75,"Bonez MC - Sprite (w/ Gzuz, JUGGLERZ)",Mark Ronson - Uptown Funk (w/ Bruno Mars),107<->112
97,75,Tame Impala - Dracula,Madonna - Bring Your Love (w/ Sabrina Carpenter),117<->123
97,75,Tito Double P - ME VALE V,GIMS - PARISIENNE (w/ La Mano 1.9),123<->123
97,75,Don Toliver - E85,Danilo e Davi - Apaga Apaga Apaga,129<->129
97,75,Tears For Fears - Everybody Wants To Rule The World,"Mithoon - Darkhaast (w/ Arijit Singh, Sunidhi Chauhan)",112<->112
97,74,Aditya Rikhari - Sahiba,"Mithoon - Phir Bhi Tumko Chaahunga (w/ Arijit Singh, Shashaa Tirupati)",99<->99
97,74,Lenin RamÃ­rez - Polvo Rosita,Pritam - Tu Hi Mera (w/ Shafqat Amanat Ali),184<->184
97,74,disiz - melodrama (w/ Theodora),Henrique & Juliano - Amor Dos Outros (Ao Vivo),152<->152
97,74,Prospa - Free Your Mind (w/ Cloonee),Belanova - Rosa Pastel,129<->129
97,74,Jennifer Lopez - On The Floor (w/ Pitbull),Lost Frequencies - Black Friday (pretty like the sun) (w/ Tom Odell),129<->129
97,74,ANOTR - Talk To You (ft. 54 Ultra),"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",129<->129
97,74,Coldplay - Sparks,Vance Joy - Riptide,136<->129
97,73,Neton Vega - Pvta Luna,"Amaal Mallik - Soch Na Sake (w/ Arijit Singh, Tulsi Kumar)",99<->99
97,73,Shaboozey - A Bar Song (Tipsy),"Aymo - Que pasa (w/ Aymen, Amo)",80<->83
97,73,Shaboozey - A Bar Song (Tipsy),Maria MarÃ§al - Aquieta Minh'Alma,80<->80
97,73,Vance Joy - Riptide,KeBlack - Boucan (w/ Franglish),129<->129
97,73,Aymen - Toni M (w/ 3robi),Josh Fawaz - Like a Prayer,136<->129
97,73,Atif Aslam - Tere Liye (w/ Shreya Ghoshal),Zartmann - tau mich auf,129<->123
97,73,Charan Preet - Ban Ja Tu (w/ Badshah),Drake - Passionfruit,112<->112
97,73,ANOTR - Talk To You (ft. 54 Ultra),The Neighbourhood - Sweater Weather,129<->123
97,73,Sheheryar Rehan - Majboor (w/ Zoha Waseem),Dexter and The Moonrocks - Freakinâ Out,117<->123
97,73,"Pritam - Bandhu 2.0 (From ""Cocktail 2"") (w/ Kavita Seth, Neeraj Shridhar, Irshad Kamil)",Danilo e Davi - Apaga Apaga Apaga,136<->129
97,73,Mac Miller - The Spins (w/ Empire Of The Sun),STELLA LEFTY - Boston,129<->123
97,73,"dj andreoli - Menos Foco Mais Ansiedade (Ce Ta Nervosa) (w/ Mc JacareÌ, MC Ryan SP, MC LUUKY, Mc Lele JP, ZANOLINI)",Nono La Grinta - Paris,129<->123
97,73,Katy Perry - Hot N Cold,Fleetwood Mac - Dreams,129<->123
97,72,Shindy - Was bisher geschah,Drake - What Did I Miss?,123<->123
97,72,kulturr - mÃ©li-mÃ©lo,GIMS - SOIS PAS TIMIDE,129<->129
97,72,Ravyn Lenae - Love Me Not,Pritam - Labon Ko (w/ KK),112<->107
97,72,Ravyn Lenae - Love Me Not,The Beaches - Edge of the Earth,112<->107
97,72,Ravyn Lenae - Love Me Not,Ferrugem - Apaguei Pra Todos,112<->107
97,72,Olivia Rodrigo - my way,Shubh - One Love,143<->143
97,72,AK AUSSERKONTROLLE - Hin und Her,Jul - Sousou,129<->123
97,72,AK AUSSERKONTROLLE - Hin und Her,"Mc Iguinho Ct - Semi Nua 2 (w/ Mc NegÃ£o Original, Aaron Modesto, DJ Guh Mix, MC GP, MC Ryan SP, MC Willian, Mc Dena, DU'L, MC RN do CapÃ£o, Marquinho no Beat)",129<->123
97,72,"DJ Oreia - DiÃ¡rio de um Cafajeste (w/ Mc Lele JP, MC Meno K, MC Ryan SP, MC Tuto, Mc NegÃ£o Original)",TK - On vas s'oublier,123<->117
97,72,Felipe e Rodrigo - Ignora (Ao Vivo),Olivia Dean - Ok Love You Bye,99<->103
97,72,Nono La Grinta - LOVE YOU,"Mc Livinho - Se Saudade Sentir (Se Prepara 3) (w/ Mc Pedrinho, Perera DJ, DJ JB Mix)",136<->129
97,72,"DJ Japa NK - Posso AtÃ© NÃ£o Te Dar Flores (w/ MC Meno K, MC Ryan SP, Mc JacareÌ, DJ DAVI DOGDOG)",The Neighbourhood - Sweater Weather,123<->123
97,72,Sean Paul - (When You Gonna) Give It Up to Me (w/ Keyshia Cole),"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",129<->129
97,71,Gajendra Verma - Mann Mera,Neton Vega - /Perro Fiel (w/ benny blanco),99<->95
97,71,"DJ Japa NK - Pacman de Panicat (w/ Mc Poze do Rodo, MC Ryan SP, Mc Rodrigo do CN, DJ Guh Mix)",Calle 24 - SUIZA,117<->117
97,71,Jul - Parfum quartier,Henrique & Juliano - Logo Logo (Ao Vivo),143<->143
97,71,Future - Tank Top Pluto,"MC Meno K - Lembrei de Tu (w/ Oruam, Fepache)",129<->123
97,71,Felipe e Rodrigo - Ignora (Ao Vivo),Matheus & Kauan - Admita,99<->95
97,71,Felipe e Rodrigo - Ignora (Ao Vivo),Cardenales De Nuevo LeÃ³n - Que Nadie Sepa,99<->95
97,71,THIZZY52 - BALOTELLI,Future - Build a Bitch,123<->123
97,71,"HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",Nirvana - Smells Like Teen Spirit,123<->117
97,71,Bausa - Wolke 4 (w/ Philipp Dittberner),Michael Jackson - Smooth Criminal,117<->117
97,71,Sean Paul - (When You Gonna) Give It Up to Me (w/ Keyshia Cole),The Neighbourhood - Sweater Weather,129<->123
97,70,Whiskey Myers - Broken Window Serenade,Bia Frazzo - BEATRIZ (w/ Henrique & Juliano),152<->152
97,70,Henry Freitas - Me Fala Qual Necessidade,CYRIL - Stumblin' In,123<->123
97,70,Fuerza Regida - caperuza,She & Him - I Thought I Saw Your Face Today,80<->78
97,70,"Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)",Drake - Whisper My Name,117<->123
97,70,Amo - Mala Fama,Evanescence - Bring Me To Life,92<->95
97,70,PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",123<->123
97,70,TarcÃ­sio do Acordeon - VoltÃ¡vel,"Pritam - Tujhko (w/ Arijit Singh, Sunidhi Chauhan, Amitabh Bhattacharya)",152<->152
97,70,Yc - GT,Dominic Fike - White Keys,103<->107
97,70,"Shashwat Sachdev - Shararat (w/ Madhubanti Bagchi, Jasmine Sandlas)",Disco Lines - No Broke Boys (w/ Tinashe),136<->129
97,70,Kelly Clarkson - Since U Been Gone,Henry Freitas - Me Fala Qual Necessidade,129<->123
97,70,Hozier - Take Me To Church,Henry Freitas - Me Fala Qual Necessidade,129<->123
97,70,Madonna - La Isla Bonita,THIZZY52 - BALOTELLI,129<->123
97,69,Future - Konnichiwa,Werenoi - Piano (w/ GIMS),129<->129
97,69,GIMS - SPA (w/ Theodora),Katy Perry - Legendary Lovers,129<->123
97,69,GIMS - SPA (w/ Theodora),Werenoi - Piano (w/ GIMS),129<->129
97,69,Meryl - Coco Chanel (w/ Eva),Drake - Plot Twist,117<->123
97,69,Morgan Wallen - I Got Better,"Sachet Tandon - Bekhayali (From ""Kabir Singh"") (w/ Sachet-Parampara, Shahid Kapoor, Kiara Advani)",172<->172
97,69,"Mc JacareÌ - Pau Pra Toda Obra (w/ MC Ryan SP, Mc Lele JP, Mc IG)",DJ Goja - Mi Chico,117<->112
97,69,"Peso Pluma - chiclona (w/ Tito Double P, LENCHO)",CORTIS - REDRED,123<->123
97,69,"Peso Pluma - chiclona (w/ Tito Double P, LENCHO)",The Chemical Brothers - Go,123<->117
97,69,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",Sabrina Carpenter - Manchild,123<->123
97,69,"Drake - One Dance (w/ Wizkid, Kyla)",Rihanna - S&M,136<->129
97,68,Alex Warren - Ordinary,Panda - Porcelanato,112<->107
97,68,Alex Warren - Ordinary,Calle 24 - TÃXICOS,112<->107
97,68,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",Lagui - MaracanÃ£,123<->117
97,68,Panda - Corpo Nu,"Arijit Singh - Itni Si Baat Hain (From ""Azhar"") (w/ Antara Mitra)",107<->103
97,68,Panda - Corpo Nu,"Hunny - Tu Hain Toh (From ""Mr. And Mrs. Mahi"") (w/ Bunny, Sagar)",107<->103
97,68,"Peso Pluma - chiclona (w/ Tito Double P, LENCHO)",GIMS - SPIDER (w/ DYSTINCT),123<->117
97,68,RnBoi - AVEC MOI (w/ Nono La Grinta),Peso Pluma - 7-3 (w/ Tito Double P),129<->129
97,68,Katy Perry - Hot N Cold,"Rafa e Junior - Ama Um Maloqueiro (w/ Hugo & Guilherme, DJ Ari SL)",129<->123
97,68,La Rvfleuze - Argent Sale,"Aaron Modesto - Pra NÃ£o Esquecer De Mim (w/ Mc Magal, MC Meno K, DJ Glenner)",129<->123
97,67,ANOTR - Talk To You (ft. 54 Ultra),"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",129<->129
97,67,sombr - 12 to 12,"Shashwat Sachdev - Vaari Jaavan (w/ Jyoti Nooran, Jasmine Sandlas, Reble)",123<->123
97,67,RnBoi - AVEC MOI (w/ Nono La Grinta),"Mc Livinho - Se Saudade Sentir (Se Prepara 3) (w/ Mc Pedrinho, Perera DJ, DJ JB Mix)",129<->129
97,67,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",Rihanna - S&M,129<->129
97,67,"Mc IG - Mente Barulhenta (w/ Mc Lele JP, DJ Oreia, DJ Noiskita)",Michael Jackson - Dirty Diana,129<->129
97,67,El Bogueto - Cuando No Era Cantante (w/ Yung Beef),Teddy Swims - Lose Control,161<->161
97,67,Calvin Harris - Summer,Dexter and The Moonrocks - Freakinâ Out,129<->123
97,67,"Dj Caio Vieira - FAMOSINHA (w/ MC Meno K, Mc Rodrigo do CN)",Danilo e Davi - NÃ£o Mexe nas Minhas Gavetas,129<->123
97,66,Sheheryar Rehan - Majboor (w/ Zoha Waseem),Carly Rae Jepsen - Call Me Maybe,117<->117
97,66,"Jasleen Royal - Inaam (Ft. Badshah) (w/ Badshah, Ansh Chahal)",reezy - SABÃA QUE NO,129<->129
97,66,"Jasleen Royal - Inaam (Ft. Badshah) (w/ Badshah, Ansh Chahal)",GIMS - NINAO,129<->123
97,66,Murilo Huff - Deixa Eu,Panda - 12 Horas / Pra VocÃª Acreditar,143<->143
97,66,"DJ Japa NK - Posso AtÃ© NÃ£o Te Dar Flores (w/ MC Meno K, MC Ryan SP, Mc JacareÌ, DJ DAVI DOGDOG)",Cheema Y - The Beast (w/ Gur Sidhu),123<->117
97,66,Don Toliver - E85,Zartmann - tau mich auf,129<->123
97,66,R2 - RUINART,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",123<->123
97,66,Madonna - Danceteria,Hozier - Too Sweet,117<->117
97,66,Black Eyed Peas - I Gotta Feeling,Dexter and The Moonrocks - Freakinâ Out,129<->123
97,66,Michael Jackson - Dirty Diana,The Neighbourhood - Sweater Weather,129<->123
97,66,Kings of Leon - Use Somebody,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),136<->129
97,66,"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)","DJ Japa NK - Posso AtÃ© NÃ£o Te Dar Flores (w/ MC Meno K, MC Ryan SP, Mc JacareÌ, DJ DAVI DOGDOG)",129<->123
97,65,"HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",Cave - CASA CUBA (w/ Amo),123<->123
97,65,"TRIANGLE DES BERMUDES - Balek (w/ Aya Nakamura, MC YOSHI, Mauvais djo, Kokosvoice)",THIZZY52 - BLOCKKIDS,129<->129
97,65,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),"Mc Lele JP - Vai Tomando Pock Pock (w/ MC Leozinho ZS, MC GH Original, MC Menor ZL, DJ GORDINHO DA VF, MC Meno K, MC PR)",129<->129
97,65,La Arrolladora Banda El LimÃ³n De Rene Camacho - El Final De Nuestra Historia,"Mayke & Rodrigo - Bebe, Beija e Trai",117<->112
97,65,La Arrolladora Banda El LimÃ³n De Rene Camacho - El Final De Nuestra Historia,Tito Double P - TATTOO,117<->112
97,65,Sean Paul - (When You Gonna) Give It Up to Me (w/ Keyshia Cole),"Mr. Polska - Spring (w/ Ski Aggu, Natte Visstick)",129<->129
97,65,Fuerza Regida - EXCESOS,"G.A - pros menor da nova (w/ Veigh, Mc Morena, Supernova Ent)",129<->129
97,65,reezy - COMEBACCC,"G.A - pros menor da nova (w/ Veigh, Mc Morena, Supernova Ent)",129<->129
97,65,Future - Trench Coat,Outkast - Hey Ya!,161<->161
97,65,"Madhur Sharma - Andaaz e Karam (w/ Moin, ER)",Bausa - Wolke 4 (w/ Philipp Dittberner),112<->117
97,65,"Anirudh Ravichander - Raavana Mavandaa (From ""Jana Nayagan"") (w/ Vivek)","TRIANGLE DES BERMUDES - Balek (w/ Aya Nakamura, MC YOSHI, Mauvais djo, Kokosvoice)",136<->129
97,64,Danilo e Davi - Apaga Apaga Apaga,Josh Fawaz - Like a Prayer,129<->129
97,64,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",Felipe e Rodrigo - Podcast (Ao Vivo),123<->117
97,64,Billie Eilish - BIRDS OF A FEATHER,Henrique & Juliano - Saudade De Quem Eu Sou (Ao Vivo),103<->99
97,64,Grupo Menos Ã Mais - P do Pecado,sombr - undressed,112<->117
97,64,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",Junior H - MIENTRAS DUERMES,129<->123
97,64,Bruno Mars - I Just Might,Bruno Mars - Just the Way You Are,103<->107
97,64,The Bausa - Magnetic,"HUNTR/X - Golden (w/ EJae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",129<->123
97,63,Harsh Nussi - Sadi Sun,Rafa e Junior - Pega Em Segredo,117<->123
97,63,Grupo Menos Ã Mais - P do Pecado,Shashaa Tirupati - Baarish (w/ Ash King),112<->117
97,63,Roy Bianco & Die Abbrunzati Boys - Bella Napoli,Calvin Harris - Blessings (w/ Clementine Douglas),136<->129
97,63,The Neighbourhood - Sweater Weather,Audrey Hobert - Sue me,123<->117
97,63,eÅau - Sesi Potret (w/ Ari Lesmana),Zach Bryan - I Remember Everything (w/ Kacey Musgraves),107<->103
97,62,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",Cheema Y - Tutor (w/ Gur Sidhu),117<->112
97,62,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",Milky Chance - Stolen Dance,117<->112
97,62,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)","Calle 24 - ULTIMAMENTE (w/ Fuerza Regida, Chino Pacas)",117<->123
97,62,Cameron Whitcomb - Kingdom of Fear,RK - VIANO (w/ Genezio),136<->136
97,62,Alex Warren - FEVER DREAM,O Rappa - Anjos (Pra quem tem fÃ©),107<->103
97,62,Nirvana - Smells Like Teen Spirit,Disclosure - Latch (w/ Sam Smith),117<->123
97,62,Vitinho Imperador - Eu Me Apaixonei,Zach Bryan - Something in the Orange,112<->107
97,62,Sabrina Carpenter - Manchild,J Balvin - LA CANCIÃN (w/ Bad Bunny),123<->117
97,61,"SIRA - Rhythm (w/ Aymen, NiklasWilson)",Kelly Clarkson - Since U Been Gone,129<->129
97,61,"SIRA - Rhythm (w/ Aymen, NiklasWilson)",Hozier - Take Me To Church,129<->129
97,61,"SIRA - Rhythm (w/ Aymen, NiklasWilson)",CYRIL - Stumblin' In,129<->123
97,61,Silva Bumpa - On 2nite,Teddy Swims - The Door,136<->129
97,61,Dominic Fike - White Keys,Drake - 2 Hard 4 The Radio,107<->103
97,61,Dominic Fike - White Keys,TarcÃ­sio do Acordeon - NÃ£o Era Eu no BolÃ£o (w/ Raul Vaqueiro),107<->112
97,61,Michael Jackson - Smooth Criminal,Lagui - MaracanÃ£,117<->117
97,61,Calvin Harris - Summer,CYRIL - Stumblin' In,129<->123
97,61,Bruno Mars - I Just Might,Maiara & Maraisa - 90/10,103<->107
97,61,Nirvana - Smells Like Teen Spirit,Dr. Yaro - Minimum Ã§a,117<->112
97,61,Nirvana - Smells Like Teen Spirit,Grupo Menos Ã Mais - CoraÃ§Ã£o Partido (CorazÃ³n PartÃ­o),117<->112
